cccd,sobaodanh,d_phuongthuc,TO,LI,HO,SI,SU,DI,VA,N1_THI,N1_CC,CNCN,CNNN,TI,KTPL,NL1,NK1,NK2,NK3,NK4,NK5,NK6
TS_0221,TS_0221,PT1,5.25,0,0,0,8.25,7,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0222,TS_0222,PT1,5.1,0,0,0,5.85,7.1,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0223,TS_0223,PT1,5.25,0,0,0,8.75,7.75,8,0,0,0,0,0,0,0,0,0,8,8,0,0
TS_0224,TS_0224,PT1,3.35,0,0,0,8.5,0,9.25,3.75,3.75,0,0,0,0,0,0,0,0,0,0,0
TS_0225,TS_0225,PT1,3,0,0,0,5.75,6.1,6.5,0,0,0,0,0,0,0,0,0,0,0,8.25,8
TS_0226,TS_0226,PT1,4,0,0,0,0,7.6,8.75,3.75,3.75,0,0,0,0,0,0,0,0,0,0,0
TS_0227,TS_0227,PT1,7.5,7.75,0,0,0,0,7.75,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_0228,TS_0228,PT1,6,0,0,0,0,7.5,8.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_0229,TS_0229,PT1,6.6,0,0,0,8,0,7.75,8.75,8.75,0,0,0,0,0,0,0,0,0,0,0
TS_0230,TS_0230,PT1,6.25,0,0,0,0,0,7,5.5,5.5,0,0,0,7.75,0,0,0,0,0,0,0
TS_0231,TS_0231,PT1,5.6,8.5,5.5,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0232,TS_0232,PT1,5.25,7,0,0,0,0,6.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_0233,TS_0233,PT1,5.75,0,5.35,0,0,0,7.75,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_0234,TS_0234,PT1,9,9,9,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0235,TS_0235,PT1,4.75,8.5,0,0,0,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_0236,TS_0236,PT1,3.6,6.25,4.5,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0237,TS_0237,PT1,5.75,0,0,0,8.1,0,8.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_0238,TS_0238,PT1,8,9,8.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0239,TS_0239,PT1,4.75,6.5,0,0,0,0,7.5,2.75,2.75,0,0,0,0,0,0,0,0,0,0,0
TS_0240,TS_0240,PT1,5,7.75,0,0,0,0,6.5,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_0241,TS_0241,PT1,7.5,9.5,0,0,0,0,9,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0
TS_0242,TS_0242,PT1,7.1,8.25,0,0,0,0,7.25,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0
TS_0243,TS_0243,PT1,6.25,7.5,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0244,TS_0244,PT1,4.6,7.5,3.7,0,0,0,6.75,0,0,0,0,0,0,0,8.75,6,0,0,0,0
TS_0245,TS_0245,PT1,5.25,0,0,0,5.25,0,8,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_0246,TS_0246,PT1,6.5,0,6.25,0,0,0,8.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_0247,TS_0247,PT1,4.5,0,0,0,0,0,8.25,5.75,5.75,0,0,0,6,0,0,0,0,0,0,0
TS_0248,TS_0248,PT1,4.6,0,0,0,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0249,TS_0249,PT1,3.25,0,0,0,7,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0
TS_0250,TS_0250,PT1,4.6,0,0,0,0,8.75,7,4,4,0,0,0,0,0,0,0,0,0,0,0
TS_0251,TS_0251,PT1,7,8,0,0,0,0,7.25,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_0252,TS_0252,PT1,5.1,8.25,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0253,TS_0253,PT1,7,9,0,0,0,0,8.25,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_0254,TS_0254,PT1,4.25,0,0,0,5.25,0,5.75,0,0,0,0,0,8,0,0,0,0,0,0,0
TS_0255,TS_0255,PT1,2.45,0,0,0,0,6,6,8.75,8.75,0,0,0,0,0,0,0,0,0,0,0
TS_0256,TS_0256,PT1,3.1,0,0,0,0,4.85,5.5,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_0257,TS_0257,PT1,8.2,7.5,7,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0258,TS_0258,PT1,4.5,7.25,0,0,0,0,7.25,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_0259,TS_0259,PT1,7.5,7.5,8,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0260,TS_0260,PT1,4,0,0,0,9,8.75,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0261,TS_0261,PT1,6.25,7.75,4.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0262,TS_0262,PT1,8.25,9.25,0,0,0,0,7.75,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0
TS_0263,TS_0263,PT1,7,0,5.5,0,0,0,7.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_0264,TS_0264,PT1,5.5,0,0,4.85,0,0,9,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_0265,TS_0265,PT1,4.25,0,0,0,0,0,8,4.5,4.5,0,0,0,8.5,0,0,0,0,0,0,0
TS_0266,TS_0266,PT1,10,8.5,0,0,0,0,6.75,9.25,9.25,0,0,0,0,0,0,0,0,0,0,0
TS_0267,TS_0267,PT1,5.6,0,0,0,0,0,8.5,5,5,0,0,0,9,0,0,0,0,0,0,0
TS_0268,TS_0268,PT1,4.75,5.5,3.7,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0269,TS_0269,PT1,5.5,4.25,0,0,0,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_0270,TS_0270,PT1,6.25,6.5,4.5,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0271,TS_0271,PT1,3.75,0,0,0,9.5,0,7.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_0272,TS_0272,PT1,8,8.5,8.75,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0273,TS_0273,PT1,4.85,0,0,0,0,0,6.5,3.5,3.5,0,0,0,7,0,0,0,0,0,0,0
TS_0274,TS_0274,PT1,3.75,3.6,0,0,0,0,7.75,0,0,0,0,0,8.5,0,0,0,0,0,0,0
TS_0275,TS_0275,PT1,4.75,0,0,0,7.35,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0276,TS_0276,PT1,5,0,0,0,10,9.25,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0277,TS_0277,PT1,4.85,7.25,0,0,0,0,8.5,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0
TS_0278,TS_0278,PT1,4.25,0,0,0,7,6.75,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0279,TS_0279,PT1,4.35,0,0,0,5.85,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_0280,TS_0280,PT1,4,6,6,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6,6.5,0,0
TS_0281,TS_0281,PT1,3.95,0,0,0,7.25,8.5,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0282,TS_0282,PT1,8.1,8.75,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0
TS_0283,TS_0283,PT1,6.75,6.75,0,0,0,0,7.5,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_0284,TS_0284,PT1,6,7.5,0,0,0,0,8.25,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_0285,TS_0285,PT1,3.35,0,0,0,0,4.6,8.25,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_0286,TS_0286,PT1,8,0,8.75,7.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0287,TS_0287,PT1,6.5,7.5,0,0,0,0,7.25,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0
TS_0288,TS_0288,PT1,5.75,6.35,0,0,0,0,7.75,7,7,0,0,0,0,0,0,0,0,0,0,0
TS_0289,TS_0289,PT1,5.25,0,0,5,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0290,TS_0290,PT1,5.5,0,0,0,7.6,0,8.75,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_0291,TS_0291,PT1,3.5,0,0,0,0,6.75,7.5,0,0,0,0,0,7.75,0,0,0,0,0,0,0
TS_0292,TS_0292,PT1,4.6,0,0,0,8.75,9.25,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0293,TS_0293,PT1,5.5,0,0,0,0,0,6.75,5.75,5.75,0,0,0,8.5,0,0,0,0,0,0,0
TS_0294,TS_0294,PT1,6,0,0,0,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0295,TS_0295,PT1,6.75,0,0,0,0,9,6.75,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_0296,TS_0296,PT1,9,0,8.25,0,0,0,9,8,8,0,0,0,0,0,0,0,0,0,0,0
TS_0297,TS_0297,PT1,6.85,8.75,0,0,0,0,7.25,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_0298,TS_0298,PT1,5,0,0,0,8.6,8.75,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0299,TS_0299,PT1,4.5,5,0,0,0,0,6.75,0,0,0,0,0,7.75,0,0,0,0,0,0,0
TS_0300,TS_0300,PT1,4.75,6.75,6.75,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0301,TS_0301,PT1,8,0,8.25,0,0,0,8.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_0302,TS_0302,PT1,7.5,7.5,0,0,0,0,7,8.25,8.25,0,0,0,0,0,0,0,0,0,0,0
TS_0303,TS_0303,PT1,4.75,6,0,0,0,0,7.5,3,3,0,0,0,0,0,0,0,0,0,0,0
TS_0304,TS_0304,PT1,4.75,0,0,0,0,9,7.25,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_0305,TS_0305,PT1,4.85,5.1,0,0,0,0,8,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_0306,TS_0306,PT1,4.75,0,0,0,6.75,0,7.75,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_0307,TS_0307,PT1,5.35,0,0,0,7.25,0,8.5,8.75,8.75,0,0,0,0,0,0,0,0,0,0,0
TS_0308,TS_0308,PT1,4.85,0,0,0,0,8.35,8.25,0,0,0,0,0,8.75,0,8.88,6.5,0,0,0,0
TS_0309,TS_0309,PT1,4.6,0,0,0,0,8.5,6.25,0,0,0,0,0,9,0,0,0,0,0,0,0
TS_0310,TS_0310,PT1,6.6,0,0,0,0,0,8.25,8.25,8.25,0,0,0,9.25,0,0,0,0,0,0,0
TS_0311,TS_0311,PT1,6.75,8.25,0,0,0,0,6.75,8.75,8.75,0,0,0,0,0,0,0,0,0,0,0
TS_0312,TS_0312,PT1,4.85,0,0,0,0,7.25,6.25,0,0,0,0,0,9,0,0,0,0,0,0,0
TS_0313,TS_0313,PT1,4,0,0,0,6.35,7,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0314,TS_0314,PT1,5.5,8.1,0,0,0,0,7.75,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_0315,TS_0315,PT1,4.5,0,0,0,8.5,0,6.5,0,0,0,0,0,8.25,0,0,0,0,0,0,0
TS_0316,TS_0316,PT1,8,7.5,0,0,0,0,8.5,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_0317,TS_0317,PT1,4.75,0,0,0,8,9.25,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0318,TS_0318,PT1,4.5,0,0,0,0,0,7.75,4.25,4.25,0,0,0,8.25,0,0,0,0,0,0,0
TS_0319,TS_0319,PT1,6,0,5.6,0,0,0,5.25,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_0320,TS_0320,PT1,4.35,0,0,0,7.25,8.5,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0321,TS_0321,PT1,6.25,8.5,0,0,0,0,8.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_0322,TS_0322,PT1,6,0,0,0,0,0,9,4.75,4.75,0,0,0,9,0,0,0,0,0,0,0
TS_0323,TS_0323,PT1,2.75,0,0,0,6,0,5.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0
TS_0324,TS_0324,PT1,4,0,0,0,9.25,8.75,9,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0325,TS_0325,PT1,7.25,0,0,0,0,9.25,8.25,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_0326,TS_0326,PT1,5.75,0,0,0,0,9.5,8.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0
TS_0327,TS_0327,PT1,3.85,0,0,0,0,7.85,7.25,0,0,0,0,0,8.25,0,0,0,0,0,0,0
TS_0328,TS_0328,PT1,4.25,0,0,0,0,9.25,8.25,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_0329,TS_0329,PT1,6,8.5,0,0,0,0,7,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_0330,TS_0330,PT1,4.1,0,0,0,8.5,8.5,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0331,TS_0331,PT1,4.1,4.5,0,0,0,0,6.75,4,4,0,0,0,0,0,0,0,0,0,0,0
TS_0332,TS_0332,PT1,6,0,5.1,0,0,0,8.75,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_0333,TS_0333,PT1,8.5,10,0,0,0,0,0,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_0334,TS_0334,PT1,6.75,6.1,6.25,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0335,TS_0335,PT1,5.85,7,5,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0336,TS_0336,PT1,4.75,7.25,0,0,0,6.6,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0337,TS_0337,PT1,4.35,0,0,0,4.75,0,7.5,0,0,0,0,0,7.75,0,0,0,0,0,0,0
TS_0338,TS_0338,PT1,4.85,0,0,0,9,9.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0339,TS_0339,PT1,5.6,7.75,5.75,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0340,TS_0340,PT1,7.25,6.35,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0341,TS_0341,PT1,2.6,0,0,0,5.25,8.75,7.5,0,0,0,0,0,0,0,8.13,5,0,0,0,0
TS_0342,TS_0342,PT1,5.5,0,0,0,7.1,8.75,8.25,0,0,0,0,0,0,0,8,4,0,0,0,0
TS_0343,TS_0343,PT1,7.25,0,0,0,0,0,8.25,6,6,0,0,0,8.25,0,0,0,0,0,0,0
TS_0344,TS_0344,PT1,3.45,0,0,0,8.75,8.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0345,TS_0345,PT1,4.75,0,0,6.6,0,0,5,7.75,7.75,0,0,0,0,0,0,0,0,0,0,0
TS_0346,TS_0346,PT1,6.5,0,6.25,0,0,0,7.5,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_0347,TS_0347,PT1,5.75,0,3.25,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0348,TS_0348,PT1,7.75,7.75,0,0,0,0,8.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_0349,TS_0349,PT1,6.5,0,0,0,0,0,8.75,5.5,5.5,0,0,0,8,0,0,0,0,0,0,0
TS_0350,TS_0350,PT1,6.5,7,7.5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0351,TS_0351,PT1,4.75,0,0,0,0,8.25,4.25,0,0,0,0,0,8.5,0,0,0,0,0,0,0
TS_0352,TS_0352,PT1,7.25,0,7,0,0,0,8.75,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_0353,TS_0353,PT1,7.25,7.1,7.5,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0354,TS_0354,PT1,4.5,0,0,0,0,0,8,7,7,0,0,0,8,0,0,0,0,0,0,0
TS_0355,TS_0355,PT1,5.35,6.1,0,0,0,0,7.5,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_0356,TS_0356,PT1,4.25,0,0,0,6.25,0,6.25,0,0,0,0,0,7.5,0,0,0,0,0,0,0
TS_0357,TS_0357,PT1,5.5,8.25,0,0,0,0,8.5,3.75,3.75,0,0,0,0,0,0,0,0,0,0,0
TS_0358,TS_0358,PT1,5.75,0,0,0,7.6,0,7.5,4,4,0,0,0,0,0,0,0,0,0,0,0
TS_0359,TS_0359,PT1,8,9.5,7.5,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0360,TS_0360,PT1,4.25,0,0,0,6.75,0,8,0,0,0,0,0,8.5,0,0,0,0,0,0,0
TS_0361,TS_0361,PT1,6,4.95,0,0,0,0,6.75,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_0362,TS_0362,PT1,5,0,0,0,0,0,8.25,6,6,0,0,0,10,0,0,0,0,0,0,0
TS_0363,TS_0363,PT1,7.5,10,0,0,0,0,8.25,9.25,9.25,0,0,0,0,0,0,0,0,0,0,0
TS_0364,TS_0364,PT1,5.75,6.75,0,0,0,7,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0365,TS_0365,PT1,8,0,9.25,8.25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0366,TS_0366,PT1,5.5,0,0,0,0,8.25,8.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_0367,TS_0367,PT1,5.75,6.25,0,0,0,0,7.5,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_0368,TS_0368,PT1,5.35,0,0,0,8,8.75,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0369,TS_0369,PT1,6.75,5.5,0,0,0,0,8.25,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_0370,TS_0370,PT1,4.25,0,0,0,7.25,5.7,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0371,TS_0371,PT1,7.25,0,0,0,7.5,0,8.25,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_0372,TS_0372,PT1,4.5,0,0,0,0,5.95,7.75,0,0,0,0,0,7,0,0,0,0,0,0,0
TS_0373,TS_0373,PT1,3.75,0,0,0,9.25,10,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0374,TS_0374,PT1,6.6,6.75,0,0,0,0,6.25,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_0375,TS_0375,PT1,3.6,0,0,0,7.25,0,6.75,0,0,0,0,0,8.75,0,0,0,0,0,0,0
TS_0376,TS_0376,PT1,7.75,9.75,7.75,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0377,TS_0377,PT1,2.75,0,0,0,0,6.25,5.5,3.75,3.75,0,0,0,0,0,0,0,0,0,0,0
TS_0378,TS_0378,PT1,5.1,5.5,4.1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0379,TS_0379,PT1,4.75,0,0,0,6.25,0,5.75,0,0,0,0,0,8,0,0,0,0,0,0,0
TS_0380,TS_0380,PT1,3.25,0,0,0,7.75,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0381,TS_0381,PT1,6.5,7,5.75,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0382,TS_0382,PT1,4.35,0,0,0,7.5,0,7.75,3.75,3.75,0,0,0,0,0,0,0,0,0,0,0
TS_0383,TS_0383,PT1,8,9,8,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0384,TS_0384,PT1,5.75,0,0,0,0,9.5,8.5,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_0385,TS_0385,PT1,4.25,6.35,0,0,0,0,7,3.25,3.25,0,0,0,0,0,0,0,0,0,0,0
TS_0386,TS_0386,PT1,3.5,4.85,3,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0387,TS_0387,PT1,6.85,0,0,0,0,0,9.5,6.25,6.25,0,0,0,8,0,0,0,0,0,0,0
TS_0388,TS_0388,PT1,7,0,0,0,7.25,0,8,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_0389,TS_0389,PT1,5.35,7.25,0,0,0,0,9,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_0390,TS_0390,PT1,6,0,0,0,0,8.25,8,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_0391,TS_0391,PT1,5.85,0,0,0,7.75,0,7,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_0392,TS_0392,PT1,3.35,0,0,0,0,0,8.25,2.5,2.5,0,0,0,7.25,0,0,0,0,0,0,0
TS_0393,TS_0393,PT1,4.5,0,0,0,9,0,8.75,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_0394,TS_0394,PT1,6.5,0,0,0,9.75,8.75,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0395,TS_0395,PT1,7,9,0,0,0,0,8.25,8.75,8.75,0,0,0,0,0,0,0,0,0,0,0
TS_0396,TS_0396,PT1,7.25,7.25,0,0,0,0,7.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_0397,TS_0397,PT1,4.85,0,4.5,0,0,0,7,3.25,3.25,0,0,0,0,0,0,0,0,0,0,0
TS_0398,TS_0398,PT1,4.75,0,0,0,7.35,0,8,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_0399,TS_0399,PT1,3.85,4.85,0,0,0,0,7.5,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_0400,TS_0400,PT1,6.75,6.25,3.8,0,0,0,7.75,0,0,0,0,0,0,0,8,6,0,0,0,0
TS_0401,TS_0401,PT1,2.35,0,0,0,6.75,4.85,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0402,TS_0402,PT1,5.75,0,0,0,0,9,8,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0
TS_0403,TS_0403,PT1,4.85,7.5,4.85,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0404,TS_0404,PT1,4.1,8.5,5.35,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0405,TS_0405,PT1,3.95,0,0,0,0,0,8.25,5.25,5.25,0,0,0,9.25,0,7,6,0,0,0,0
TS_0406,TS_0406,PT1,6,6.25,0,0,0,0,6.25,4,4,0,0,0,0,0,0,0,0,0,0,0
TS_0407,TS_0407,PT1,2.95,0,0,0,5.5,0,7.75,0,0,0,0,0,8.5,0,0,0,0,0,0,0
TS_0408,TS_0408,PT1,6.75,0,0,0,0,0,8,7,7,0,0,0,7.5,0,0,0,0,0,0,0
TS_0409,TS_0409,PT1,5.1,0,0,0,8.5,0,8.25,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_0410,TS_0410,PT1,6.5,8,7.75,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0411,TS_0411,PT1,7,0,7.25,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0412,TS_0412,PT1,7,8.5,7.5,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0413,TS_0413,PT1,7.5,8.5,8.75,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0414,TS_0414,PT1,5.5,6.5,0,0,0,0,6.75,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_0415,TS_0415,PT1,4,0,0,0,6.5,7.5,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0416,TS_0416,PT1,3.85,5.35,0,0,0,0,7.75,0,0,0,0,0,8,0,0,0,0,0,0,0
TS_0417,TS_0417,PT1,7,9,0,0,0,0,9,7.75,7.75,0,0,0,0,0,0,0,0,0,0,0
TS_0418,TS_0418,PT1,4.75,0,0,0,0,0,5.5,7.75,7.75,0,0,8.25,0,0,0,0,0,0,0,0
TS_0419,TS_0419,PT1,5.25,0,0,0,5.35,0,7.5,0,0,0,0,0,8.75,0,0,0,0,0,0,0
TS_0420,TS_0420,PT1,5.5,0,0,0,0,0,6.5,5,5,0,0,0,8.75,0,0,0,0,0,0,0
TS_0421,TS_0421,PT1,5.75,5.25,0,0,0,0,7,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_0422,TS_0422,PT1,5.35,7.1,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0423,TS_0423,PT1,5.1,8,7.25,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0424,TS_0424,PT1,7,8,0,0,0,0,6.75,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_0425,TS_0425,PT1,5,0,0,0,9.5,9.25,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0426,TS_0426,PT1,4.25,6.25,0,0,0,0,5.75,0,0,0,0,0,7,0,0,0,0,0,0,0
TS_0427,TS_0427,PT1,4.85,0,0,0,7.25,0,8.75,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_0428,TS_0428,PT1,5.25,0,0,0,0,6.75,7.5,0,0,0,0,0,7,0,0,0,0,0,0,0
TS_0429,TS_0429,PT1,1.85,0,0,0,0,7.85,3.75,0,0,0,0,0,7,0,0,0,0,0,0,0
TS_0430,TS_0430,PT1,7,6.5,0,0,0,0,8.25,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0
TS_0431,TS_0431,PT1,4.6,0,0,0,0,0,7.5,5.75,5.75,0,0,0,7.5,0,0,0,0,0,0,0
TS_0432,TS_0432,PT1,5.85,0,0,0,8,0,7.5,7,7,0,0,0,0,0,0,0,0,0,0,0
TS_0433,TS_0433,PT1,4.75,0,0,0,6.1,0,7.5,0,0,0,0,0,6.75,0,0,0,0,0,0,0
TS_0434,TS_0434,PT1,4.5,0,0,0,7.25,0,8.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_0435,TS_0435,PT1,3.85,0,0,0,0,7.5,6.25,0,0,0,0,0,8.75,0,0,0,0,0,0,0
TS_0436,TS_0436,PT1,2.45,0,0,0,0,6.75,6.75,0,0,0,0,0,8.75,0,0,0,0,0,0,0
TS_0437,TS_0437,PT1,7.5,0,0,0,0,9.25,8,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0
TS_0438,TS_0438,PT1,6,7.75,7.25,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_0439,TS_0439,PT1,4.5,0,0,0,0,7.5,7.75,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_0440,TS_0440,PT1,5.5,5.85,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
